personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
1480,2015-16,3.99,1,more_selective,sociology,other,other,social sciences,other,other,other,186,278,155,305,0.665662658,92,84,October,13,0,1
1494,2015-16,3.56,0,more_selective,communications,none,psychology,business,none,social sciences,other,219,259,233,337,-0.054880593,25,25,October,2,0,1
1495,2015-16,3.96,0,selective,management,none,sociology,business,none,social sciences,other,295,296,297,369,-0.100770433,12,12,September,0,0,1
1498,2015-16,3.65,0,more_selective,journalism,other,english literature,business,other,humanities,other,292,281,294,424,-0.227347093,152,18,August,2,0,1
1529,2015-16,3.95,0,selective,sociology,none,political science,social sciences,none,social sciences,other,187,154,182,264,-0.327552788,44,44,October,31,0,1
1551,2015-16,3.46,1,unknown,biology,none,chemistry,stem,none,stem,other,83,174,127,203,0.781352792,8,8,October,0,0,1
1553,2015-16,3.18,0,selective,history,none,none,humanities,none,none,school 1653,289,289,296,398,-0.099526437,47,47,October,0,0,1
1577,2015-16,3.26,0,selective,other,none,none,other,none,none,other,272,133,261,304,-0.369787232,72,72,October,1,0,1
1585,2015-16,3.25,0,more_selective,communications,none,none,business,none,none,school 1673,284,242,282,326,0.073789947,3,3,October,1,0,1
1601,2015-16,3.94,0,less_selective,other,none,english,other,none,humanities,other,276,283,292,383,-0.08157573,174,60,October,0,0,1
1613,2015-16,2.91,0,most_selective,political science,none,sociology,social sciences,none,social sciences,other,251,231,193,292,0.243436817,32,32,October,0,1,1
1620,2015-16,3.57,0,more_selective,psychology,sociology,none,social sciences,social sciences,none,other,295,271,189,377,-0.530108767,42,42,September,0,0,1
1630,2015-16,3.05,0,most_selective,other,none,other,other,none,other,school 155,260,291,211,368,-0.273786695,58,58,October,1,0,1
1637,2015-16,3.36,0,selective,english,philosophy,none,humanities,humanities,none,other,262,264,297,378,-0.096852179,31,31,October,0,0,1
1643,2015-16,3.87,0,most_selective,other,english,none,other,humanities,none,other,296,296,292,425,0.389882519,35,35,October,0,0,1
1648,2015-16,3.08,0,most_selective,other,spanish,none,other,humanities,none,other,250,291,160,346,-0.057908885,44,44,October,0,0,1
1663,2015-16,3.34,0,selective,other,none,none,other,none,none,other,292,95,133,217,0.698694838,19,19,September,19,0,0
1665,2015-16,3.95,1,most_selective,other,none,education (general),other,none,education,school 488,286,294,298,426,-0.009651021,83,83,October,1,1,1
1675,2015-16,3.55,0,more_selective,other,none,psychology,other,none,social sciences,other,290,289,292,394,-0.215092491,10,10,October,4,0,1
1678,2015-16,3.63,0,more_selective,marketing,none,other,business,none,other,other,286,289,227,399,0.350177543,29,29,September,1,0,1
1680,2015-16,3.14,0,most_selective,economics,history,none,social sciences,humanities,none,other,287,287,279,386,0.133030821,7,7,September,0,0,1
1683,2015-16,3.48,0,more_selective,international studies/relations,spanish,history,social sciences,humanities,humanities,school 959,298,294,294,425,0.139359796,11,11,October,0,0,1
1689,2015-16,3.79,1,more_selective,chemistry,none,none,stem,none,none,other,295,294,293,395,0.585616343,3,3,October,0,0,1
1696,2015-16,3.67,0,selective,other,none,none,other,none,none,other,236,218,292,336,0.38401162,14,14,October,0,0,1
1698,2015-16,3.52,0,most_selective,history,education (secondary),other,humanities,education,other,other,262,262,271,336,0.214346769,65,65,October,1,1,1
1701,2015-16,3.68,0,most_selective,other,spanish,none,other,humanities,none,other,288,243,197,336,0.230514498,50,50,October,0,0,1
1702,2015-16,2.78,0,unknown,other,none,none,other,none,none,other,274,189,225,332,-0.043219297,17,17,August,5,0,1
1715,2015-16,3.02,1,less_selective,mathematics,none,none,stem,none,none,other,144,234,105,258,0.702847122,8,8,October,0,0,1
1718,2015-16,4,1,selective,other,biology,none,other,stem,none,school 851,236,296,300,398,0.357082862,14,14,September,0,1,1
1720,2015-16,3.9,0,most_selective,political science,none,none,social sciences,none,none,other,295,268,244,414,0.077360431,22,22,October,0,1,1
1721,2015-16,3.59,0,most_selective,political science,other,other,social sciences,other,other,other,292,239,250,354,0.238011418,40,40,September,0,0,1
1726,2015-16,3.41,0,more_selective,history,none,none,humanities,none,none,other,258,287,297,375,0.596673907,21,21,August,0,1,1
1740,2015-16,3.91,0,most_selective,international studies/relations,none,spanish,social sciences,none,humanities,school 155,291,285,298,423,0.265611597,81,17,August,0,0,1
1746,2015-16,2.96,0,selective,spanish,none,other,humanities,none,other,other,298,291,297,377,0.182425519,23,23,October,0,0,1
1747,2015-16,3.65,0,most_selective,political science,none,business,social sciences,none,business,other,290,238,292,368,0.367918745,39,39,October,2,1,1
1771,2015-16,3.42,0,selective,education (elementary),none,none,education,none,none,other,253,288,274,381,-0.018395281,84,84,October,0,0,1
1781,2015-16,4,0,more_selective,english,international studies/relations,other,humanities,social sciences,other,other,291,282,287,396,0.314734047,38,38,September,0,1,1
1784,2015-16,3.32,0,more_selective,political science,marketing,other,social sciences,business,other,other,294,295,298,414,-0.202455618,4,4,September,-1,0,1
1794,2015-16,3.2,1,most_selective,other,none,none,other,none,none,other,207,205,207,296,0.408085635,17,17,August,0,1,1
1808,2015-16,3.79,0,more_selective,sociology,none,art,social sciences,none,humanities,other,282,276,225,365,0.074192071,59,59,October,2,0,1
1813,2015-16,3.23,0,more_selective,history,none,none,humanities,none,none,other,291,284,135,273,0.436846658,6,6,August,0,1,1
1814,2015-16,3.1,0,selective,other,none,other,other,none,other,other,62,97,93,144,0.014235674,4,4,October,4,0,1
1823,2015-16,3.64,0,more_selective,english,other,none,humanities,other,none,other,268,285,301,325,0.06601835,26,26,October,1,0,1
1828,2015-16,3.47,1,more_selective,other,none,none,other,none,none,other,299,292,204,358,-0.031623725,7,7,October,4,1,1
1832,2015-16,2.98,0,more_selective,other,none,none,other,none,none,other,298,275,215,349,0.494589173,18,18,October,2,0,1
1835,2015-16,3.52,0,more_selective,psychology,philosophy,none,social sciences,humanities,none,other,283,287,273,342,-0.240146748,116,17,August,0,1,1
1841,2015-16,3.33,1,most_selective,other,none,other,other,none,other,other,294,296,293,437,-0.167757284,41,41,September,0,1,1
1842,2015-16,3.79,0,selective,english,none,education (secondary),humanities,none,education,other,291,295,256,340,-0.016716442,4,4,September,1,0,1
1847,2015-16,3.61,0,selective,psychology,other,other,social sciences,other,other,other,281,291,249,378,0.003674803,7,7,September,5,1,1
1859,2015-16,3.49,0,more_selective,other,other,none,other,other,none,other,295,293,299,380,0.486724376,9,9,October,0,1,1
1862,2015-16,3.31,0,more_selective,other,none,psychology,other,none,social sciences,other,278,247,220,353,0.09030022,7,7,October,0,1,1
1865,2015-16,3.67,1,most_selective,other,other,none,other,other,none,other,274,283,197,391,-0.798277488,83,83,October,0,0,1
1869,2015-16,3.12,0,more_selective,international studies/relations,none,spanish,social sciences,none,humanities,other,289,296,264,353,0.279112639,6,6,September,1,1,1
1872,2015-16,3.91,0,more_selective,sociology,none,spanish,social sciences,none,humanities,other,292,295,276,384,0.38326738,56,56,October,2,1,1
1892,2015-16,3.01,0,selective,political science,none,other,social sciences,none,other,other,290,294,297,373,0.699753472,52,52,October,0,0,1
1895,2015-16,3.71,0,most_selective,other,other,none,other,other,none,other,262,278,280,410,-0.081417619,56,56,October,1,0,1
1900,2015-16,3.57,0,most_selective,international studies/relations,history,other,social sciences,humanities,other,other,294,270,290,419,-0.179112299,5,5,September,0,0,1
1902,2015-16,3.77,0,selective,education (elementary),none,none,education,none,none,other,287,290,223,330,0.312893877,99,19,August,11,0,1
1906,2015-16,3.12,0,most_selective,history,none,international studies/relations,humanities,none,social sciences,other,292,288,276,358,0.070165787,45,45,October,0,0,1
1910,2015-16,3.63,0,more_selective,journalism,english,none,business,humanities,none,other,295,279,295,434,-0.235469943,1,1,September,0,0,1
1912,2015-16,3.66,0,more_selective,communications,none,none,business,none,none,other,244,231,247,321,0.183419305,33,33,October,19,0,1
1914,2015-16,3.58,0,more_selective,history,other,none,humanities,other,none,other,134,98,99,151,0.350613149,23,23,October,23,0,1
1918,2015-16,3.59,0,more_selective,communications,none,none,business,none,none,other,296,296,287,376,-0.482364008,10,10,October,0,0,1
1919,2015-16,3.89,1,more_selective,biology,sociology,none,stem,social sciences,none,other,276,294,294,385,-0.005880349,9,9,September,0,1,1
1920,2015-16,3.86,0,more_selective,other,none,none,other,none,none,other,283,292,296,426,-0.11690033,8,8,September,0,1,1
1922,2015-16,2.92,1,more_selective,other,none,none,other,none,none,other,289,292,250,381,-0.296043186,20,20,October,0,0,1
1924,2015-16,3.5,0,more_selective,philosophy,english,none,humanities,humanities,none,other,250,287,249,340,-0.099005935,1,1,October,0,0,1
1927,2015-16,4,0,more_selective,psychology,other,international studies/relations,social sciences,other,social sciences,other,300,287,290,419,0.056218556,1,1,September,0,0,1
1928,2015-16,3.34,1,more_selective,biology,none,other,stem,none,other,other,298,301,292,387,-0.16643538,36,36,October,3,0,1
1929,2015-16,3.46,0,more_selective,other,communications,none,other,business,none,other,300,292,285,381,-0.232057901,39,39,October,2,0,1
1935,2015-16,3.54,0,more_selective,management,none,other,business,none,other,other,286,290,297,378,0.016367038,11,11,October,0,1,1
1942,2015-16,3.8,0,more_selective,education (general),none,other,education,none,other,other,291,293,279,385,-0.04471781,22,22,October,4,0,1
1975,2015-16,3.03,1,more_selective,other,none,none,other,none,none,other,226,254,297,345,0.023238917,1,1,October,0,0,1
1978,2015-16,3.18,0,most_selective,english,none,other,humanities,none,other,other,181,148,187,261,0.22833765,1,1,October,1,0,1
1984,2015-16,3.86,0,more_selective,other,none,other,other,none,other,school 1096,300,297,297,408,0.670286957,6,6,October,0,0,1
1990,2015-16,2.62,0,less_selective,other,none,none,other,none,none,other,259,178,195,289,0.156241314,79,79,October,15,0,1
2004,2015-16,3.12,0,more_selective,other,none,none,other,none,none,school 1673,295,293,246,421,0.113275727,17,17,October,0,0,1
2019,2015-16,2.9,0,unknown,history,none,none,humanities,none,none,other,159,294,233,324,0.305351416,63,63,October,0,0,1
2021,2015-16,3.49,0,more_selective,communications,none,other,business,none,other,school 166,289,291,289,404,-0.14545105,24,24,September,1,0,1
2022,2015-16,3.16,0,most_selective,psychology,none,education (general),social sciences,none,education,school 1337,239,237,148,275,0.022580709,30,30,September,0,1,1
2023,2015-16,3.2,1,unknown,other,none,none,other,none,none,other,271,292,154,315,0.009785986,15,15,September,9,0,1
2026,2015-16,3.65,0,most_selective,spanish,other,none,humanities,other,none,other,296,298,300,390,0.142587617,45,45,October,0,0,1
2028,2015-16,3.75,0,more_selective,political science,none,none,social sciences,none,none,other,291,284,291,418,-0.099021766,6,6,September,0,0,1
2031,2015-16,3.04,0,most_selective,business,none,none,business,none,none,other,260,229,195,337,-0.184106113,30,30,October,4,0,1
2046,2015-16,3.36,0,selective,english literature,psychology,none,humanities,social sciences,none,other,297,245,248,368,-0.053790652,13,13,August,1,0,1
2047,2015-16,2.72,0,selective,political science,none,none,social sciences,none,none,other,215,256,117,305,0.289488227,40,40,October,40,0,1
2055,2015-16,3.51,0,more_selective,sociology,other,other,social sciences,other,other,other,298,267,296,401,0.069865082,3,3,September,1,1,1
2067,2015-16,3.77,1,most_selective,mathematics,none,none,stem,none,none,other,284,287,298,351,0.298656655,12,12,October,0,1,1
2068,2015-16,3.82,0,most_selective,history,other,none,humanities,other,none,other,294,293,289,386,-0.041162389,1,1,October,0,1,1
2072,2015-16,2.64,0,more_selective,other,none,none,other,none,none,school 401,287,286,290,386,-0.069147643,16,16,August,-1,0,1
2080,2015-16,3.39,0,most_selective,other,none,history,other,none,humanities,other,191,206,219,297,0.188104139,5,5,October,0,0,1
2097,2015-16,3.9,0,most_selective,political science,history,none,social sciences,humanities,none,other,294,294,297,376,0.002521945,15,15,October,0,1,1
2098,2015-16,3.79,0,selective,psychology,none,other,social sciences,none,other,school 720,295,291,296,362,0.058644806,132,21,August,4,0,1
2106,2015-16,3.38,0,more_selective,other,none,other,other,none,other,other,295,298,280,332,0.04893455,93,21,August,3,0,1
2110,2015-16,3.88,0,more_selective,english,psychology,other,humanities,social sciences,other,other,286,290,292,417,-0.351732886,109,80,October,-1,0,1
2121,2015-16,2.98,0,more_selective,political science,none,none,social sciences,none,none,other,293,286,151,322,-0.270933228,5,5,August,0,0,1
2135,2015-16,3.74,0,unknown,history,none,none,humanities,none,none,other,284,231,228,353,-0.210477763,16,16,October,2,0,1
2138,2015-16,3.6,0,more_selective,education (secondary),other,none,education,other,none,school 166,230,279,160,308,0.296489192,1,1,October,0,0,1
2143,2015-16,3.95,1,most_selective,other,none,none,other,none,none,other,293,287,299,413,-0.002318921,8,8,October,0,0,1
2151,2015-16,3.76,1,selective,anthropology,none,biology,social sciences,none,stem,school 720,295,287,266,417,-0.099455131,57,57,October,9,1,1
2158,2015-16,3.56,0,more_selective,economics,none,none,social sciences,none,none,other,268,206,289,350,-0.064173943,14,14,October,0,0,1
2162,2015-16,3.74,0,more_selective,education (elementary),none,other,education,none,other,school 1096,187,259,271,356,0.287437191,1,1,October,0,0,0
2168,2015-16,3.09,0,more_selective,journalism,anthropology,none,business,social sciences,none,other,278,288,276,373,-0.1359291,84,84,October,1,0,1
2173,2015-16,3.85,0,most_selective,political science,other,none,social sciences,other,none,other,286,285,299,374,-0.023421396,6,6,August,0,1,1
2180,2015-16,2.55,0,less_selective,political science,none,none,social sciences,none,none,other,287,300,297,370,-0.150446085,83,83,October,0,0,1
2182,2015-16,3.06,1,most_selective,other,none,none,other,none,none,school 670,232,274,276,346,0.280809738,36,36,October,0,0,1
2194,2015-16,3.18,1,more_selective,other,other,none,other,other,none,other,268,293,258,374,0.115744567,3,3,October,0,0,1
